Id,Title,Submitter,Accepted track,Content
72,Wykrywanie deepfake’ów przy użyciu metryk anomalii w przestrzeni cech sieci CNN,Zuzanna Kowalczyk,P,"Plakat przedstawia problem detekcji zmanipulowanych obrazów z wykorzystaniem metryk geometrycznych w przestrzeni cech generowanej przez sieci konwolucyjne.
Każdy obraz reprezentowany jest przez wektor cech opisujący jego strukturę wizualną, który następnie jest porównywany z rozkładem cech typowych dla obrazów prawdziwych. Pozwala to określić stopień odchylenia danej próbki od oczekiwanego rozkładu.
Proponowane podejście ilustruje wykrywanie manipulacji wizualnych bez odwoływania się do konkretnej architektury sieci czy konkretnego zbioru danych."
70,Iloraz homofoniczny,Zuzanna Żurek,P,"Tematem plakatu jest zastosowanie grup wolnych generowanych przez litery alfabetu łacińskiego oraz relacji wynikających z homofonii w różnych językach. 
Na plakacie zawarte będzie twierdzenie mówiące, że ilorazy homofoniczne języka francuskiego i angielskiego są trywialne, co oznacza że wszystkie słowa można sprowadzić do elementu neutralnego. Znajdą się również przykłady języków, gdzie takie ilorazy mogą być nietrywialne."
48,Porządek w chaosie,Magdalena Kwiatkowska,T,"Dzielące się przez jeden i samą siebie liczby skrywają w sobie wiele tajemnic, które od stuleci fascynują matematyków. Choć ich rozmieszczenie wydaje się chaotyczne, w tym pozornym nieładzie można dostrzec zaskakujące wzory i regularności.

W referacie Porządek w chaosie spróbujemy uchwycić te ukryte zależności. Zaczniemy od słynnego wzoru Eulera $n^2 + n + 41$, który przez długi czas generuje wyłącznie liczby pierwsze — aż do momentu, gdy porządek ustępuje chaosowi. Następnie przejdziemy do ich geometrycznego rozmieszczenia na spirali Ulama, gdzie symetria i przypadek spotykają się w jednym obrazie.

Poznamy także podstawowe twierdzenia Czebyszewa, Dirichleta i Gaussa, które opisują gęstość i rozkład liczb pierwszych, a także funkcje — Möbiusa, Mertensa i Mangoldta — pozwalające spojrzeć na ich strukturę w nowy sposób.

Wszystko to prowadzi do pytania, które pozostaje otwarte: czy wśród nieskończonego zbioru liczb pierwszych naprawdę panuje chaos, czy raczej ukryty porządek, który dopiero zaczynamy rozumieć?"
11,"Modele (suma, długość) stochastycznych epizodów z komponentami czasowymi",Maciej Ostapiuk,S,"W prelekcji przedstawiony zostanie formalny opis oraz analiza epizodów przekroczeń poziomu krytycznego w procesach stochastycznych. Dla danego procesu $X(s,t)$ zdefiniowana zostanie funkcja długości epizodu $D(s,t)$, mierząca czas trwania ciągłego okresu, w którym $X$ przekracza ustalony próg $c$, w danej lokalizacji $s$ oraz odpowiadającą jej skumulowaną miarę intensywności epizodu $S(s,t)$, określoną jako suma wartości procesu w obrębie tego przedziału. Taka konstrukcja pozwala na naturalne rozdzielenie lokalnej dynamiki procesu na segmenty aktywności (epizody) i spoczynku, co umożliwia analizę struktury klasteryzacji przekroczeń, czasów przebywania powyżej progu oraz rozkładów skumulowanych efektów ekstremalnych.

W prezentacji wyjaśniona zostanie zarówno interpretacja teoretyczna (w kontekście miar zajętości i trajektorii procesów), jak i podejście numeryczne do estymacji $D(s,t)$ i $S(s,t)$ przy wybranych postaciach procesów bazowych $X(s,t)$ - w tym procesu Ornsteina–Uhlenbecka czy też ułamkowej jego wersji."
77,"Lokalne konflikty, globalny porządek: Lemat Lovásza o unikaniu",Kamila Nalberska,P,"Przedstawione zostaje ogólne ujęcie lematu Lovásza o unikaniu jako narzędzia do wykazywania istnienia konfiguracji pozbawionych lokalnych przeszkód.  Podkreśla się, że rzadkość zdarzeń niepożądanych oraz ich ograniczone powiązania wystarczają do uzyskania globalnego porządku.  Zarysowane zostają dwie perspektywy:  
jednolita (wszystkie zdarzenia porównywalne),  
zróżnicowana (różne wagi i częstości).

Wraz z krótką wskazówką, jak konstruować graf zależności odzwierciedlający rzeczywiste interakcje."
76,Funkcja osobliwa Cantora a konieczność absolutnej ciągłości w Twierdzeniu Radona-Nikodyma,Patryk Osika,P,"Kiedy myślimy o mierze osobliwej względem miary Lebesgue’a, pierwsze co przychodzi do głowy to zazwyczaj miara dyskretna - skupiająca miarę w przeliczalnej ilości punktów.

Mój plakat skupia się na o wiele bardziej subtelnym i intrygującym przypadku: mierze, która jest jednocześnie ciągła (nie posiada atomów), a mimo to w całości osobliwa.

Kluczem do zrozumienia tego paradoksu jest funkcja Cantora, znana też jako „Diabelskie Schody”, która generuje właśnie taką miarę.

Na plakacie prześledzimy krok po kroku jej klasyczną konstrukcję. Następnie zbadamy, dlaczego – mimo że jest to funkcja ciągła – nie jest ona absolutnie ciągła. To kluczowe rozróżnienie.

W finale, ten brak absolutnej ciągłości posłuży nam jako doskonały kontrprzykład. Pokażemy na nim, dlaczego warunek absolutnej ciągłości miar w Twierdzeniu Radona-Nikodyma nie jest tylko technicznym detalem, ale fundamentalną koniecznością dla istnienia gęstości."
21,Teoria bifurkacji w równaniach nieliniowych. Twierdzenie Crandalla-Rabinowitza i nie tylko.,Mateusz Woroch,T,"\begin{document}

Teoria bifurkacji w równaniach nieliniowych. \\
Twierdzenie Crandalla-Rabinowitza i nie tylko.

Mateusz Woroch
Politechnika Gdańska, 
Naukowe Koło Matematyki Studentów Politechniki Gdańskiej 

Teoria bifurkacji jest fundamentalnym narzędziem w analizie nieliniowych równań postaci $F(x,\lambda) = 0$, gdzie $\lambda$ jest parametrem. Służy ona do znajdowania nietrywialnych rozwiązań, które pojawiają się w wyniku zmiany parametru, co można interpretować jako rozgałęzianie się rozwiązań przy krytycznych wartościach $\lambda$. Dwaj matematycy, Michael G. Crandall i Paul H. Rabinowitz, przedstawili warunek dostateczny na to, aby dane rozwiązanie było punktem bifurkacji. Niniejszy referat ma na celu wprowadzenie w zagadnienia bifurkacji poprzez podanie niezbędnych definicji i formalne sformułowanie problemu bifurkacji. Następnie, omówione zostanie Twierdzenie Crandalla-Rabinowitza. Przedstawimy dodatkowo warunek konieczny dla punktu bifurkacji oraz przykłady.

\end{document}"
83,Rola wypukłości w uczeniu maszynowym,Krzysztof Olszewski,P,"Niniejszy plakat bada zasadniczą rolę wypukłości w klasycznych algorytmach uczenia maszynowego (ML). Wiele tradycyjnych metod opiera się na minimalizacji wypukłych funkcji straty – wyborze motywowanym gwarancjami optymalizacyjnymi, jakie zapewniają te struktury matematyczne.
Rozpoczniemy od formalnego wprowadzenia definicji zbiorów i funkcji wypukłych, a także kluczowych twierdzeń je charakteryzujących. Następnie demonstrujemy fundamentalną własność wypukłości: każde minimum lokalne jest również minimum globalnym, co ma kluczowe znaczenie dla wiarygodności optymalizacji. W oparciu o tę własność analizowana jest zbieżność algorytmu Zejścia po Gradiencie.
W dalszej części podajemy i dowodzimy wypukłości klasycznych funkcji straty, takich jak strata kwadratowa i logistyczna, wyjaśniając, dlaczego umożliwiają one skuteczne i efektywne szkolenie modeli (np. regresji liniowej i logistycznej). Na koniec, dyskusja rozszerza się o brak wypukłości w bardziej zaawansowanych modelach ML, w szczególności w głębokich sieciach neuronowych, oraz omawia wynikające z tego wyzwania optymalizacyjne, takie jak problem minimów lokalnych i punktów siodłowych."
53,Mapy chaotyczne w dyskretnych modelach dynamicznych i ich zastosowania w kodowaniu obrazów,Veronika Rykoic,S,"Mapy chaotyczne opisują nieliniowe układy dynamiczne, w których niewielka zmiana warunków początkowych prowadzi do całkowicie odmiennego przebiegu trajektorii. Zjawisko to, znane jako efekt motyla, może być wykorzystane w procesach szyfrowania danych. Plakat prezentuje mapy logistyczną, namiotową i Hénona oraz ich zastosowanie w kodowaniu obrazów. Przedstawiono metody oparte na permutacji i dyfuzji pikseli, które pozwalają uzyskać wysoki poziom losowości i bezpieczeństwa. Celem pracy jest pokazanie potencjału prostych modeli matematycznych w tworzeniu skutecznych metod ochrony informacji wizualnych."
67,Eksperymentalne wykorzystanie topologicznych metod dla wyznaczenia własności kwadratów łacińskich,Serhii Kuzminov,S,"Kwadraty łacińskie stanowią ważny obiekt badań w kombinatoryce i teorii struktur algebraicznych. Jedną z kluczowych własności kwadratów łacińskich jest wzajemna ortogonalność kilku kwadratów. Choć jest to własność niezwykle łatwa do opisania, wyznaczenie zbioru wzajemnie ortogonalnych kwadratów łacińskich jest bardzo trudne. Trudne na tyle, że do tej pory nie wiemy, czy istnieją choćby trzy, wzajemnie ortogonalne kwadraty łacińskie 10x10.

Zrozumienie jakie własności zbioru kwadratów decydują o ich wzajemnej ortogonalności lub jej braku zdaje się więc być kluczowe w tym problemie. Celem mojej prezentacji jest przedstawienie eksperymentalnego zastosowania metod topologicznych, w szczególności grup homologii oraz homologii persystentnych, do analizy związku między strukturą zbioru kwadratów łacińskich a ich wzajemną ortogonalnością.

W trakcie wystąpienia omówię same kwadraty łacińskie i homologie persystente, przedstawię jak z kwadratu zbudować kompleks symplicjalny oraz jakie, eksperymentalne wyniki udało mi się do tej pory uzyskać. Choć zastosowane do tej pory metody nie dają statystycznie istotnych wyników, sam proces konstrukcji jest według mnie niezwykle ciekawy, a nietypowe podejście daje nadzieję na sukcesy w przyszłości."
50,Nieoczekiwane skutki stosowania algorytmów gradientowych,Dominik Jur,S,"## ***Nieoczekiwane skutki stosowania algorytmów gradientowych***

Prezentacja omawia **ukrytą regularyzację** – zjawisko, w którym algorytmy optymalizacyjne, bez jawnego członu regularyzującego, preferują pewne rozwiązania, które lepiej generalizują.
Te zjawiska zostaną wyprowadzone za pomocą **analizy wstecznej błędu**.

 * **W Gradient Descent**, dyskretyzacja kroku (skończony rozmiar $\eta$) jest równoważna dodaniu członu karzącego duże **normy gradientu**. Algorytm unika stromych regionów, co wyjaśnia lepszą generalizację przy większych krokach.
 * **W Stochastic Gradient Descent**, pojawia się dodatkowy człon regularyzujący, proporcjonalny do **wariancji gradientów partii**. SGD wybiera minima, w których dane są stabilne, co sprzyja lepszej generalizacji.


### Uwaga!!!
#### Wykład nie zakłada znajomości uczenia maszynowego.

------------

### Słowa klucz: 
* Uczenie Maszynowe
* Sieci Neuronowe
* Optymalizacja
* Statystyka
* Metody Numeryczne
* Równania Rózniczkowe"
52,Od Lindelöfa do Mengera – kombinatoryczne spojrzenie na własności pokryciowe,Aleksandra Łukasik,T,"Prezentacja poświęcona jest zagadnieniu kombinatorycznych charakteryzacji własności pokryciowych przestrzeni topologicznych, które stanowią ważny obszar badań w topologii ogólnej. Celem wystąpienia jest pokazanie, w jaki sposób własności topologiczne — takie jak np. własność Mengera czy Hurewicza— mogą być opisane przy użyciu narzędzi i idei pochodzących z kombinatoryki oraz teorii mnogości. Przedstawione zostaną podstawowe pojęcia dotyczące pokryć otwartych i własności pokryciowych oraz diagram przedstawiający powiązania pomiędzy nimi. W prezentacji pojawią się również krytyczne liczby kardynalne dla danych własności oraz ich definicje."
54,"Pełen farby, lecz niepomalowany - Róg Gabriela",Wiktor Smolak,P,"Róg Gabriela - figura o skończonej objętości, lecz o nieskończonym polu powierzchni. Jest wiele figur o podobnych własnościach, ale to właśnie róg Gabriela, zwany inaczej trąbką Torriciellego wyróżnia się spośród nich. Ze względu na właściwości związany jest z nim paradoks malarza, mówiący, że można wlać do bryły skończoną ilość farby, lecz jej ściany nie zostaną pomalowane. Oczywiście nie jest to paradoksem, co można matematycznie wykazać. Ukazany został także brat rogu Gabriela, możliwy do zjedzenia, lecz niemożliwy do polukrowania - tort weselny Gabriela, nieco bardziej dyskretny."
80,"Model wyborów, sondaży i podzielonego społeczeństwa",Jarowit Śledziński,S,"W Polsce, jak i w wielu innych demokracjach świata, obserwujemy wybory binarne, których wyniki kształtują się około 50% na 50%. Opowiem o modelu zainspirowanym modelem Isinga, który próbuje wyjaśnić to zjawisko. W owym modelu rozważamy sieć wyborców, którzy mogą przyjąć jedną z dwóch opinii. Wyborcy preferują opinię zgodną z sąsiadami i przeciwną do faworyta sondażów. Prowadzi to do stanu podzielonego społeczeństwa, który wydaje się zgodny z dynamiką sondaży i wynikami wyborów ze świata rzeczywistego - wyborcy są ułożeni w dwa przeciwnie głosujące obozy podobnej wielkości, z granicą ustaloną w miejscu z najmniejszą liczbą połączeń."
42,Grafy hamiltonowskie na szachownicy,Zuzanna Szeląg,T,"W referacie zacznę od przedstawienia problemu trasy skoczka, polegającego na znalezieniu ciągu ruchów skoczka odwiedzających każde pole szachownicy dokładnie raz. Jest to jedno z klasycznych zagadnień kombinatoryki i teorii grafów.

W dalszej części skupię się na jednym z najważniejszych wyników dotyczących tego problemu - **Twierdzeniu Schwenka**. Twierdzenie to w pełni charakteryzuje prostokątne szachownice *m x n*, na których możliwa jest zamknięta trasa skoczka, czyli **cykl Hamiltona** w grafie ruchów skoczka. Przedstawię zarówno treść twierdzenia, jak i jego ideę dowodu."
33,Cudze chwalicie swego nie znacie- speedrun problemów z księgi Szkockiej,Wacław Chromik,T,"Wiele z nas kojarzy księgę Szkocką w której lwowscy matematycy pisali problemy wymagające rozwiązania. Jednak ile z tych problemów jest nam faktycznie znane? Pokażę rozwiązania kilku z do tej pory rozwiązanych problemów i być może zainteresuję uczestników tymi nierozwiązanymi, których wciąż wiele można w księdze znaleźć."
32,Jak zmodelować cały mecz w piłce nożnej: od danych do symulacji,Bartłomiej Węgrzyn,S,"W referacie przedstawiono koncepcyjny i implementacyjny szkic systemu modelującego przebieg całego meczu piłki nożnej na podstawie danych z czterech najwyższych lig w Anglii. Projekt obejmuje pełny cykl prac analitycznych: przygotowanie i konsolidację danych (uzupełnianie braków, korekta błędów itp.), sformułowanie założeń, budowę i strojenie modeli, kalibrację oraz testy spójności, a także przygotowanie mechanizmu symulacyjnego i raportowania wyników. Rdzeniem rozwiązania jest dwupoziomowy model siły ofensywnej i defensywnej drużyn, oparty na jakości zawodników, wartości zespołu oraz bieżącej formie. Wartości tych sił zasilają zestaw wyspecjalizowanych modeli regresyjnych przewidujących kluczowe zdarzenia, takie jak gole, strzały, faule, kartki, posiadanie piłki czy xG. Wykorzystujemy kilka typów regresji, aby dostosować się do charakteru poszczególnych zmiennych oraz zbadać zastosowania rzadziej stosowanych technik. Symulacja ma charakter probabilistyczny: losujemy przebieg całego meczu, więc ten sam zestaw wejść może prowadzić do różnych rezultatów. Projekt prezentuje ogólną ramę, którą można rozwijać o dodatkowe źródła i warianty modeli."
62,Modelowanie i optymalizacja procesu ogrzewania pomieszczeń z wykorzystaniem równania przewodnictwa ciepła,Jan Żurek,S,"Ogrzewanie pomieszczeń jest procesem pochłaniającym znaczne ilości energii, dlatego optymalizacja sposobu jej wykorzystania ma kluczowe znaczenie dla efektywności energetycznej budynków, a w związku z tym budżetu mieszkańców.
W niniejszej prezentacji omówimy modelowanie ogrzewania jednopoziomowego domu za pomocą niejednorodnego modelu przewodnictwa cieplnego z mieszanymi warunkami brzegowymi. Zastanowimy się nad wpływem ustawienia grzejników w pomieszczeniu na końcowy rozkład temperatury (dlaczego grzejniki z reguły są pod oknem?) oraz spróbujemy omówić kilka strategii ogrzewania z wykorzystaniem mechanizmu termostatu. Prezentacja poza opisem modelu będzie się składała z bogatej serii eksperymentów numerycznych."
46,Matematyka chaosu - jak z prostych równań rodzi się nieprzewidywalność,Kinga Słysz,P,"Choć matematyka tradycyjnie utożsamiana jest z porządkiem i przewidywalnością, teoria chaosu ujawnia, że nawet najprostsze równania deterministyczne mogą prowadzić do złożonych, nieprzewidywalnych zachowań. Chaos deterministyczny nie wynika z przypadkowości, lecz z ekstremalnej wrażliwości na warunki początkowe - zjawiska, w którym minimalne różnice w danych wejściowych skutkują diametralnie odmiennymi wynikami. Na plakacie omówione zostaną klasyczne przykłady systemów chaotycznych, takich jak równanie logistyczne czy układ Lorenza, które ilustrują przejście od porządku do chaosu w prostych modelach matematycznych. Zagadnienie to pokazuje, że nieprzewidywalność może być nieodłączną cechą systemów deterministycznych, a matematyka chaosu dostarcza narzędzi do zrozumienia złożonych zjawisk w przyrodzie, fizyce, biologii i ekonomii."
20,Kiedy pętla to za mało: o różnicach między homotopią a homologią,Bartosz Michalak,P,"Homotopia i homologia to dwa podstawowe narzędzia topologii algebraicznej służące do badania struktury przestrzeni poprzez analizę jej „dziur”. Homotopia opisuje przestrzeń za pomocą klas odwzorowań sfer $𝑆^𝑛 → 𝑋$, uogólniając ideę pętli na wyższe wymiary. Pozwala to badać deformacje i własności przestrzeni w sposób geometryczny, jednak obliczanie grup homotopii dla $𝑛>1$ jest niezwykle trudne. Homologia stanowi alternatywne, bardziej algebraiczne podejście – zamiast śledzić konkretne przekształcenia, przelicza strukturę przestrzeni w kategoriach łańcuchów i granic, co czyni ją bardziej dostępną obliczeniowo. Obie teorie, mimo wspólnego celu, różnią się zakresem informacji, jakie dostarczają, i sposobem, w jaki uchwytują globalne cechy przestrzeni topologicznych."
68,Izomorfizm gładkich kwadryk na $\mathbb{P}^3$ z $\mathbb{P}^1 \times \mathbb{P}^1$.,Filip Zieliński,T,"Opis krzywych w wyżej wymiarowych przestrzeniach jest w geometrii algebraicznej problemem ważnym i nieoczywistym. 
Już od wymiaru 3 nie znamy odpowiedzi na wiele podstawowych pytań dotyczących niezdegenerowanych do płaszczyzny krzywych. 
Jednym z klasycznych narzędzi stosowanym do rozwiązywania takich problemów jest degeneracja krzywych do gładkiej kwadryki. Dzięki zanurzeniu Segre $ \mathbb{P}^1 \times \mathbb{P}^1 \rightarrow \mathbb{P}^3$, które pozwala utożsamiać iloczyn prostych rzutowych z gładkimi kwadrykami na $\mathbb{P}^3$, możemy sprowadzać skomplikowane zagadnienia do dobrze opisanej przestrzeni. Podczas referatu zaprezentuję podstawowe własności wielomianów bijednorodnych rozważanych na $\mathbb{P}^1 \times \mathbb{P}^1$, dowiodę ww. izomorfizmu i pokażę jakie ma zastosowanie w dowodach."
17,Spotykanie przez sprzęganie — dynamika Glaubera w teorii łańcuchów Markowa,Monika Lena Brattig,T,"Spotykanie przez sprzęganie — dynamika Glaubera w teorii łańcuchów Markowa

Wiele zjawisk, które obserwujemy w naturze i technologii — od ruchu cząstek po algorytmy komputerowe — ma w sobie element losowości. Jednym z najważniejszych narzędzi do ich opisu są łańcuchy Markowa, czyli modele, w których przyszłość zależy tylko od obecnego stanu, a nie od całej historii. W referacie opowiem o metodzie sprzęgania (couplingu) — eleganckim sposobie badania, jak takie losowe systemy z czasem „dochodziły” do równowagi.

Metoda ta pozwala badać zbieżność do rozkładu stacjonarnego, kontrolować czas mieszania oraz konstruować losowe próbki z rozkładu stacjonarnego bez potrzeby znajomości samego czasu zbieżności. Sprzęganie znajduje zastosowania nie tylko w czystej teorii prawdopodobieństwa, lecz także w fizyce statystycznej, teorii sieci i algorytmach symulacyjnych.

W pierwszej części przypomniane zostaną podstawowe pojęcia potrzebne do zdefiniowania sprzęgania dwóch (a później większej liczby) łańcuchów Markowa. Następnie omówione zostaną intuicje i zastosowania couplingu w prostych modelach.

W drugiej części przejdziemy do bardziej złożonej konstrukcji — Coupling from the Past (CFTP), techniki pozwalającej wygenerować próbkę z rozkładu stacjonarnego łańcucha Markowa, uruchamiając wiele sprzężonych trajektorii z przeszłości aż do momentu ich koalescencji. W tym kontekście zostanie szczegółowo przedstawiony model hardcore (dynamika Glaubera) — układ cząstek na grafie z lokalnym ograniczeniem zajętości."
84,Proces Wienera i Lemmat Itô: podstawy modelowania stochastycznego w finansach,Oleksandra Krykun,S,"Ten plakat przedstawia proces Wienera jako rygorystyczne matematyczne narzędzie do opisu losowości w czasie ciągłym w systemach finansowych. Podkreśla rolę lematu Itô jako rozszerzenia klasycznej reguły łańcuchowej na procesy losowe. Zawarty jest zwięzły zarys dowodu lematu, który ilustruje intuicję stojącą za jego sformułowaniem. Na koniec plakat omawia kluczowe zastosowania w finansach, w tym modelowanie dynamiki cen aktywów, wyprowadzenie geometrycznego ruchu Browna oraz podstawy współczesnej teorii wyceny opcji."
79,"Kolory, które nie dają spokoju – od płaskiej mapy do torusa",Oskar Janik,P,"Zaczęło się niewinnie. Zauważono, że każdą mapę można pokolorować tylko czterema kolorami, w taki sposób, że żadne dwa sąsiadujące kraje nie miały tej samej barwy. Brzmi prosto? Matematycy przez ponad sto lat starali się dowieść tej tezy. 
Chociaż przez długi czas wydawało się to nieosiągalne, a kolejne próby rozbijały się o błędy, jedna z nich przyniosła nieoczekiwany rezultat – twierdzenie o pięciu barwach. Dopiero wiele lat później, przy pomocy komputerów, zdołano potwierdzić, że cztery barwy rzeczywiście wystarczają. 
Co ciekawe, wcześniej rozwiązano już podobny problem dla torusa, mimo że jest to bardziej skomplikowana powierzchnia. 
Na plakacie opowiemy o tym, jak z prostego pytania o kolory powstała cała historia pełna błędów, pomysłów i zaskoczeń, a także pokażemy, jak wyglądają barwne mapy."
27,Analiza w przestrzeniach Banacha i geometryczna interpretacja norm,Oliwia Ciupińska,P,"Przestrzenie Banacha stanowią jedno z najważniejszych uogólnień geometrii euklidesowej. Każda norma nadaje przestrzeni własny kształt i sposób mierzenia odległości, a tym samym wpływa na to, jak rozumiemy zbieżność, ciągłość czy stabilność operatorów. Wystąpienie pokazuje, jak różne normy - euklidesowa, Manhattan, maksimum i ogólne normy p - tworzą odmienne geometrie, które można intuicyjnie zobaczyć poprzez kształt kuli jednostkowej.
Zamiast patrzeć na analizę funkcjonalną wyłącznie algebraicznie, proponuję podejście geometryczne, które ujawnia estetykę i strukturę przestrzeni Banacha. Taka perspektywa pozwala lepiej zrozumieć abstrakcyjne pojęcia i pokazuje, że matematyka to nie tylko rachunek, ale również forma myślenia o kształcie i przestrzeni."
